               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 214,            0.016732,           0.0049385,                   0,              0.9885,             0.99532,             0.99305,             0.86976,            0.011341,           0.0028918,                   0,           0.0082428,           0.0082428,           0.0082428
                 215,            0.016727,           0.0049695,                   0,              0.9885,             0.99558,             0.99306,             0.87062,            0.011333,           0.0028899,                   0,           0.0082345,           0.0082345,           0.0082345
                 216,            0.016887,           0.0049213,                   0,             0.98874,             0.99556,             0.99308,             0.87091,            0.011326,           0.0028884,                   0,           0.0082262,           0.0082262,           0.0082262
                 217,            0.016635,           0.0048848,                   0,             0.98859,             0.99569,             0.99309,             0.87092,            0.011317,           0.0028861,                   0,            0.008218,            0.008218,            0.008218
                 218,            0.016492,           0.0048153,                   0,             0.98862,             0.99556,              0.9931,             0.87113,            0.011304,           0.0028837,                   0,           0.0082097,           0.0082097,           0.0082097
                 219,            0.016593,           0.0048879,                   0,              0.9885,              0.9959,              0.9931,              0.8714,            0.011292,           0.0028814,                   0,           0.0082015,           0.0082015,           0.0082015
                 220,            0.016714,           0.0049148,                   0,             0.98823,             0.99593,             0.99312,             0.87147,            0.011279,           0.0028794,                   0,           0.0081932,           0.0081932,           0.0081932
                 221,            0.016664,           0.0049433,                   0,             0.98818,             0.99593,             0.99314,             0.87142,            0.011271,           0.0028774,                   0,            0.008185,            0.008185,            0.008185
                 222,            0.016483,           0.0048434,                   0,             0.98859,             0.99581,             0.99315,             0.87202,             0.01126,           0.0028753,                   0,           0.0081767,           0.0081767,           0.0081767
                 223,            0.016487,           0.0048379,                   0,             0.98832,             0.99593,             0.99318,              0.8717,            0.011247,           0.0028728,                   0,           0.0081685,           0.0081685,           0.0081685
                 224,            0.016472,           0.0048152,                   0,             0.98868,             0.99569,              0.9932,             0.87238,            0.011238,           0.0028708,                   0,           0.0081603,           0.0081603,           0.0081603
                 225,            0.016497,           0.0047955,                   0,             0.98861,             0.99593,             0.99321,             0.87204,            0.011225,           0.0028682,                   0,            0.008152,            0.008152,            0.008152
                 226,            0.016571,           0.0048064,                   0,             0.98861,             0.99593,             0.99323,             0.87288,            0.011214,            0.002866,                   0,           0.0081437,           0.0081437,           0.0081437
                 227,            0.016385,           0.0048469,                   0,             0.98895,             0.99593,             0.99323,             0.87283,            0.011201,           0.0028635,                   0,           0.0081355,           0.0081355,           0.0081355
                 228,            0.016702,           0.0049432,                   0,             0.98928,             0.99556,             0.99325,             0.87231,            0.011188,           0.0028611,                   0,           0.0081272,           0.0081272,           0.0081272
                 229,             0.01657,           0.0048744,                   0,             0.98935,             0.99562,             0.99327,             0.87307,            0.011177,           0.0028588,                   0,            0.008119,            0.008119,            0.008119
                 230,            0.016622,           0.0048047,                   0,             0.98926,             0.99556,             0.99327,             0.87317,            0.011169,           0.0028569,                   0,           0.0081107,           0.0081107,           0.0081107
                 231,            0.016432,           0.0048541,                   0,             0.98919,             0.99593,             0.99329,             0.87289,            0.011158,           0.0028546,                   0,           0.0081025,           0.0081025,           0.0081025
                 232,            0.016439,           0.0047559,                   0,              0.9894,             0.99556,             0.99332,             0.87345,            0.011148,           0.0028526,                   0,           0.0080942,           0.0080942,           0.0080942
                 233,            0.016281,           0.0048232,                   0,             0.98952,             0.99556,             0.99333,             0.87354,            0.011136,           0.0028502,                   0,            0.008086,            0.008086,            0.008086
                 234,            0.016556,           0.0048368,                   0,             0.98953,             0.99556,             0.99336,             0.87362,            0.011124,           0.0028478,                   0,           0.0080777,           0.0080777,           0.0080777
                 235,            0.016476,            0.004822,                   0,             0.98963,             0.99556,              0.9934,             0.87367,            0.011113,           0.0028456,                   0,           0.0080695,           0.0080695,           0.0080695
                 236,            0.016455,           0.0048147,                   0,             0.98952,             0.99556,             0.99341,             0.87375,            0.011103,           0.0028433,                   0,           0.0080613,           0.0080613,           0.0080613
                 237,            0.016391,           0.0048451,                   0,             0.98998,             0.99556,             0.99343,             0.87414,            0.011089,           0.0028411,                   0,            0.008053,            0.008053,            0.008053
                 238,             0.01641,           0.0048672,                   0,             0.98994,             0.99556,             0.99345,             0.87426,            0.011076,           0.0028388,                   0,           0.0080447,           0.0080447,           0.0080447
                 239,             0.01627,           0.0047884,                   0,             0.98995,             0.99556,             0.99348,              0.8746,            0.011067,           0.0028366,                   0,           0.0080365,           0.0080365,           0.0080365
                 240,            0.016619,           0.0048927,                   0,             0.99027,             0.99556,             0.99349,             0.87474,            0.011055,           0.0028347,                   0,           0.0080282,           0.0080282,           0.0080282
                 241,            0.016113,           0.0047705,                   0,             0.99008,             0.99556,             0.99352,              0.8757,            0.011043,           0.0028323,                   0,             0.00802,             0.00802,             0.00802
                 242,            0.016384,           0.0048036,                   0,             0.98995,              0.9956,             0.99354,             0.87561,             0.01103,           0.0028301,                   0,           0.0080118,           0.0080118,           0.0080118
                 243,            0.016485,           0.0048729,                   0,              0.9902,             0.99559,             0.99354,             0.87584,            0.011017,           0.0028276,                   0,           0.0080035,           0.0080035,           0.0080035
                 244,            0.016407,           0.0047805,                   0,             0.99007,             0.99558,             0.99355,             0.87622,            0.011004,           0.0028257,                   0,           0.0079953,           0.0079953,           0.0079953
                 245,             0.01625,           0.0048041,                   0,             0.99036,             0.99556,             0.99358,             0.87616,            0.010994,           0.0028233,                   0,            0.007987,            0.007987,            0.007987
                 246,            0.016284,           0.0048456,                   0,             0.99031,             0.99556,              0.9936,             0.87627,            0.010981,           0.0028209,                   0,           0.0079788,           0.0079788,           0.0079788
                 247,            0.016265,           0.0047236,                   0,             0.99037,             0.99556,             0.99364,             0.87641,             0.01097,           0.0028186,                   0,           0.0079705,           0.0079705,           0.0079705
                 248,            0.016257,           0.0047884,                   0,             0.99044,             0.99556,             0.99364,             0.87658,            0.010962,           0.0028163,                   0,           0.0079623,           0.0079623,           0.0079623
                 249,            0.016427,           0.0047428,                   0,             0.99068,             0.99563,             0.99368,             0.87672,            0.010949,           0.0028139,                   0,            0.007954,            0.007954,            0.007954
                 250,            0.016411,           0.0048323,                   0,              0.9904,             0.99569,             0.99367,             0.87673,            0.010939,           0.0028116,                   0,           0.0079457,           0.0079457,           0.0079457
                 251,            0.016312,           0.0048027,                   0,             0.99041,             0.99569,              0.9937,             0.87695,            0.010928,           0.0028093,                   0,           0.0079375,           0.0079375,           0.0079375
                 252,            0.016146,           0.0047291,                   0,               0.991,             0.99569,             0.99371,             0.87733,            0.010917,           0.0028068,                   0,           0.0079293,           0.0079293,           0.0079293
                 253,            0.016418,           0.0047438,                   0,             0.99082,             0.99569,             0.99372,             0.87808,            0.010905,           0.0028044,                   0,            0.007921,            0.007921,            0.007921
                 254,            0.016414,            0.004783,                   0,             0.99115,             0.99569,             0.99374,             0.87766,            0.010896,           0.0028022,                   0,           0.0079128,           0.0079128,           0.0079128
                 255,            0.016128,           0.0047547,                   0,             0.99119,             0.99556,             0.99376,             0.87772,            0.010885,              0.0028,                   0,           0.0079045,           0.0079045,           0.0079045
                 256,            0.016133,           0.0048412,                   0,             0.99117,             0.99585,             0.99378,             0.87782,            0.010875,           0.0027979,                   0,           0.0078963,           0.0078963,           0.0078963
                 257,            0.016136,           0.0047846,                   0,             0.99092,             0.99618,             0.99381,             0.87865,            0.010863,           0.0027953,                   0,            0.007888,            0.007888,            0.007888
                 258,            0.016061,           0.0047541,                   0,               0.991,             0.99618,             0.99383,             0.87869,            0.010853,           0.0027933,                   0,           0.0078798,           0.0078798,           0.0078798
                 259,            0.016205,           0.0047105,                   0,             0.99117,             0.99626,             0.99383,             0.87885,             0.01084,           0.0027907,                   0,           0.0078715,           0.0078715,           0.0078715
                 260,            0.016121,           0.0047381,                   0,             0.99118,             0.99652,             0.99384,             0.87902,            0.010828,            0.002788,                   0,           0.0078633,           0.0078633,           0.0078633
                 261,            0.016279,           0.0047807,                   0,             0.99101,             0.99667,             0.99385,             0.87917,            0.010816,           0.0027858,                   0,            0.007855,            0.007855,            0.007855
                 262,            0.016224,           0.0047816,                   0,             0.99105,             0.99667,             0.99387,              0.8794,            0.010806,           0.0027839,                   0,           0.0078467,           0.0078467,           0.0078467
                 263,            0.016205,           0.0047404,                   0,             0.99106,             0.99656,             0.99388,             0.87958,            0.010791,           0.0027814,                   0,           0.0078385,           0.0078385,           0.0078385
                 264,            0.015968,           0.0047207,                   0,              0.9913,             0.99664,             0.99391,             0.87983,            0.010776,           0.0027784,                   0,           0.0078303,           0.0078303,           0.0078303
                 265,            0.015878,           0.0047578,                   0,             0.99142,             0.99664,             0.99393,              0.8801,            0.010765,           0.0027758,                   0,            0.007822,            0.007822,            0.007822
                 266,            0.016157,           0.0046712,                   0,             0.99142,             0.99664,             0.99395,             0.88043,            0.010751,           0.0027729,                   0,           0.0078138,           0.0078138,           0.0078138
                 267,            0.016189,           0.0047607,                   0,              0.9914,             0.99667,             0.99395,             0.88058,            0.010742,           0.0027704,                   0,           0.0078055,           0.0078055,           0.0078055
                 268,            0.016143,           0.0047073,                   0,             0.99139,             0.99667,             0.99397,             0.88077,            0.010731,            0.002768,                   0,           0.0077973,           0.0077973,           0.0077973
                 269,            0.015833,           0.0047008,                   0,             0.99137,             0.99667,             0.99399,             0.88133,            0.010722,           0.0027655,                   0,            0.007789,            0.007789,            0.007789
                 270,            0.015718,           0.0046444,                   0,             0.99142,             0.99667,               0.994,             0.88128,            0.010713,           0.0027628,                   0,           0.0077808,           0.0077808,           0.0077808
                 271,            0.015859,           0.0046837,                   0,             0.99149,             0.99667,             0.99402,              0.8814,            0.010703,           0.0027605,                   0,           0.0077725,           0.0077725,           0.0077725
                 272,            0.015812,            0.004758,                   0,             0.99154,             0.99668,             0.99404,             0.88153,            0.010691,           0.0027581,                   0,           0.0077643,           0.0077643,           0.0077643
                 273,            0.016076,           0.0046967,                   0,             0.99177,             0.99667,             0.99406,             0.88238,            0.010676,           0.0027557,                   0,            0.007756,            0.007756,            0.007756
                 274,             0.01598,           0.0047925,                   0,             0.99206,             0.99667,             0.99409,              0.8826,             0.01066,           0.0027531,                   0,           0.0077478,           0.0077478,           0.0077478
                 275,             0.01611,           0.0047336,                   0,             0.99223,             0.99667,             0.99411,             0.88274,            0.010645,           0.0027506,                   0,           0.0077395,           0.0077395,           0.0077395
                 276,            0.016124,           0.0047728,                   0,             0.99241,             0.99655,             0.99413,             0.88298,            0.010633,            0.002748,                   0,           0.0077313,           0.0077313,           0.0077313
                 277,            0.016197,           0.0047377,                   0,             0.99239,             0.99667,             0.99415,             0.88325,            0.010618,           0.0027458,                   0,            0.007723,            0.007723,            0.007723
                 278,            0.015802,           0.0046386,                   0,             0.99211,             0.99667,             0.99418,             0.88325,            0.010605,            0.002743,                   0,           0.0077148,           0.0077148,           0.0077148
                 279,            0.016097,           0.0047836,                   0,             0.99216,             0.99667,              0.9942,             0.88372,            0.010591,           0.0027403,                   0,           0.0077065,           0.0077065,           0.0077065
                 280,            0.015813,           0.0046288,                   0,             0.99214,             0.99667,             0.99423,             0.88387,             0.01058,           0.0027378,                   0,           0.0076983,           0.0076983,           0.0076983
                 281,            0.015919,           0.0047071,                   0,             0.99203,             0.99669,             0.99424,             0.88405,            0.010568,           0.0027352,                   0,             0.00769,             0.00769,             0.00769
                 282,            0.015853,           0.0046417,                   0,             0.99227,             0.99666,             0.99428,             0.88464,            0.010556,           0.0027327,                   0,           0.0076818,           0.0076818,           0.0076818
                 283,            0.015767,           0.0046587,                   0,             0.99215,             0.99676,              0.9943,             0.88464,            0.010544,           0.0027301,                   0,           0.0076735,           0.0076735,           0.0076735
                 284,            0.015781,           0.0047117,                   0,              0.9921,              0.9968,             0.99432,             0.88494,            0.010533,           0.0027279,                   0,           0.0076653,           0.0076653,           0.0076653
                 285,            0.015774,           0.0046466,                   0,             0.99206,             0.99667,             0.99433,             0.88494,             0.01052,           0.0027255,                   0,            0.007657,            0.007657,            0.007657
                 286,            0.015828,           0.0046469,                   0,             0.99191,             0.99678,             0.99435,             0.88496,            0.010508,           0.0027228,                   0,           0.0076488,           0.0076488,           0.0076488
                 287,            0.015746,           0.0046802,                   0,             0.99192,             0.99655,             0.99437,             0.88542,            0.010497,           0.0027204,                   0,           0.0076405,           0.0076405,           0.0076405
                 288,            0.015901,           0.0046294,                   0,              0.9925,             0.99655,             0.99441,             0.88556,            0.010482,           0.0027173,                   0,           0.0076323,           0.0076323,           0.0076323
                 289,            0.015833,           0.0047391,                   0,             0.99263,             0.99637,             0.99442,             0.88526,            0.010472,           0.0027148,                   0,            0.007624,            0.007624,            0.007624
                 290,            0.015725,           0.0045914,                   0,             0.99276,             0.99659,             0.99444,             0.88584,            0.010458,           0.0027122,                   0,           0.0076158,           0.0076158,           0.0076158
                 291,            0.015717,           0.0046916,                   0,             0.99276,             0.99656,             0.99446,             0.88622,            0.010444,           0.0027096,                   0,           0.0076075,           0.0076075,           0.0076075
                 292,            0.015836,           0.0046572,                   0,             0.99288,             0.99663,             0.99448,             0.88646,            0.010431,           0.0027073,                   0,           0.0075993,           0.0075993,           0.0075993
                 293,            0.015877,           0.0046534,                   0,             0.99304,             0.99655,              0.9945,              0.8866,            0.010422,           0.0027053,                   0,            0.007591,            0.007591,            0.007591
                 294,            0.015775,           0.0046309,                   0,             0.99324,             0.99655,             0.99451,             0.88665,            0.010411,           0.0027027,                   0,           0.0075828,           0.0075828,           0.0075828
                 295,             0.01564,           0.0046581,                   0,             0.99324,             0.99642,             0.99452,             0.88724,            0.010398,           0.0026999,                   0,           0.0075745,           0.0075745,           0.0075745
                 296,            0.015775,           0.0045249,                   0,             0.99324,             0.99631,             0.99454,             0.88746,            0.010386,           0.0026975,                   0,           0.0075663,           0.0075663,           0.0075663
                 297,            0.015584,           0.0046459,                   0,             0.99324,             0.99633,             0.99455,              0.8876,            0.010372,           0.0026945,                   0,            0.007558,            0.007558,            0.007558
                 298,            0.015772,           0.0047173,                   0,             0.99337,             0.99665,             0.99456,             0.88768,            0.010361,           0.0026921,                   0,           0.0075498,           0.0075498,           0.0075498
                 299,            0.015592,           0.0047025,                   0,             0.99337,             0.99655,             0.99457,              0.8878,            0.010348,           0.0026894,                   0,           0.0075415,           0.0075415,           0.0075415
                 300,            0.015567,           0.0046539,                   0,             0.99349,             0.99639,             0.99457,             0.88809,            0.010336,           0.0026871,                   0,           0.0075333,           0.0075333,           0.0075333
                 301,            0.015689,           0.0045909,                   0,             0.99361,             0.99628,             0.99459,              0.8886,            0.010325,           0.0026847,                   0,            0.007525,            0.007525,            0.007525
                 302,            0.015796,           0.0047057,                   0,             0.99361,             0.99626,              0.9946,             0.88883,            0.010312,           0.0026822,                   0,           0.0075167,           0.0075167,           0.0075167
                 303,            0.015892,           0.0046846,                   0,             0.99351,             0.99643,             0.99461,             0.88907,            0.010301,           0.0026797,                   0,           0.0075085,           0.0075085,           0.0075085
                 304,            0.015769,           0.0047242,                   0,             0.99376,             0.99643,             0.99462,             0.88924,            0.010288,           0.0026775,                   0,           0.0075003,           0.0075003,           0.0075003
                 305,            0.015717,             0.00462,                   0,             0.99347,             0.99667,             0.99462,             0.88963,            0.010274,           0.0026751,                   0,            0.007492,            0.007492,            0.007492
                 306,            0.015554,           0.0046472,                   0,             0.99361,             0.99674,             0.99463,             0.88983,            0.010263,           0.0026726,                   0,           0.0074837,           0.0074837,           0.0074837
                 307,            0.015514,           0.0046623,                   0,             0.99373,             0.99668,             0.99463,             0.89004,            0.010251,           0.0026701,                   0,           0.0074755,           0.0074755,           0.0074755
                 308,            0.015464,           0.0045735,                   0,             0.99389,             0.99667,             0.99464,             0.89011,            0.010239,           0.0026674,                   0,           0.0074672,           0.0074672,           0.0074672
                 309,            0.015584,           0.0046256,                   0,             0.99374,             0.99704,             0.99465,             0.89023,            0.010227,           0.0026651,                   0,            0.007459,            0.007459,            0.007459
                 310,            0.015589,           0.0045716,                   0,             0.99374,             0.99703,             0.99465,             0.89041,            0.010216,           0.0026629,                   0,           0.0074507,           0.0074507,           0.0074507
                 311,            0.015565,           0.0045877,                   0,             0.99359,             0.99704,             0.99465,             0.89086,            0.010202,           0.0026603,                   0,           0.0074425,           0.0074425,           0.0074425
                 312,            0.015551,           0.0046545,                   0,             0.99348,             0.99704,             0.99466,             0.89108,            0.010194,            0.002658,                   0,           0.0074342,           0.0074342,           0.0074342
                 313,            0.015449,           0.0046049,                   0,             0.99351,             0.99704,             0.99467,             0.89116,            0.010183,           0.0026554,                   0,            0.007426,            0.007426,            0.007426
                 314,            0.015338,           0.0046063,                   0,             0.99357,             0.99704,             0.99467,             0.89122,            0.010173,           0.0026531,                   0,           0.0074178,           0.0074178,           0.0074178
                 315,            0.015468,           0.0046058,                   0,             0.99366,             0.99704,             0.99468,             0.89131,            0.010161,           0.0026504,                   0,           0.0074095,           0.0074095,           0.0074095
                 316,            0.015398,           0.0045655,                   0,             0.99381,             0.99704,             0.99469,             0.89178,             0.01015,            0.002648,                   0,           0.0074013,           0.0074013,           0.0074013
                 317,            0.015346,           0.0046174,                   0,             0.99381,             0.99704,             0.99469,             0.89177,            0.010139,           0.0026454,                   0,            0.007393,            0.007393,            0.007393
                 318,            0.015442,           0.0045558,                   0,             0.99379,             0.99704,             0.99469,             0.89183,            0.010126,            0.002643,                   0,           0.0073847,           0.0073847,           0.0073847
                 319,            0.015381,           0.0045904,                   0,             0.99382,             0.99704,              0.9947,             0.89202,            0.010115,           0.0026401,                   0,           0.0073765,           0.0073765,           0.0073765
                 320,            0.015326,           0.0045319,                   0,             0.99345,             0.99754,             0.99471,              0.8921,            0.010105,           0.0026375,                   0,           0.0073682,           0.0073682,           0.0073682
                 321,            0.015315,           0.0045521,                   0,             0.99345,             0.99754,             0.99471,             0.89207,            0.010094,            0.002635,                   0,             0.00736,             0.00736,             0.00736
                 322,            0.015333,           0.0045744,                   0,             0.99348,             0.99754,             0.99472,             0.89274,            0.010082,           0.0026325,                   0,           0.0073517,           0.0073517,           0.0073517
                 323,            0.015508,           0.0045285,                   0,             0.99407,             0.99692,             0.99472,             0.89297,            0.010069,           0.0026298,                   0,           0.0073435,           0.0073435,           0.0073435
                 324,            0.015397,           0.0045642,                   0,             0.99398,             0.99695,             0.99472,             0.89333,            0.010055,           0.0026272,                   0,           0.0073352,           0.0073352,           0.0073352
                 325,             0.01539,           0.0045641,                   0,             0.99447,             0.99689,             0.99473,              0.8942,            0.010042,           0.0026244,                   0,            0.007327,            0.007327,            0.007327
                 326,            0.015554,           0.0046073,                   0,             0.99463,              0.9968,             0.99473,             0.89448,             0.01003,           0.0026217,                   0,           0.0073188,           0.0073188,           0.0073188
                 327,            0.015186,            0.004608,                   0,             0.99471,             0.99696,             0.99474,             0.89443,             0.01002,            0.002619,                   0,           0.0073105,           0.0073105,           0.0073105
                 328,            0.015313,           0.0045096,                   0,             0.99477,             0.99692,             0.99474,             0.89458,            0.010008,           0.0026163,                   0,           0.0073023,           0.0073023,           0.0073023
                 329,            0.015254,            0.004512,                   0,             0.99484,               0.997,             0.99474,             0.89465,           0.0099995,           0.0026137,                   0,            0.007294,            0.007294,            0.007294
                 330,            0.015292,           0.0045339,                   0,             0.99482,             0.99692,             0.99474,             0.89476,           0.0099878,           0.0026112,                   0,           0.0072857,           0.0072857,           0.0072857
                 331,            0.015124,           0.0044693,                   0,             0.99496,             0.99699,             0.99474,             0.89493,           0.0099791,           0.0026088,                   0,           0.0072775,           0.0072775,           0.0072775
                 332,            0.015211,           0.0045474,                   0,             0.99447,             0.99717,             0.99475,             0.89503,           0.0099678,           0.0026067,                   0,           0.0072692,           0.0072692,           0.0072692
                 333,            0.015484,           0.0045101,                   0,              0.9944,             0.99729,             0.99475,             0.89524,           0.0099562,           0.0026043,                   0,            0.007261,            0.007261,            0.007261
                 334,            0.015273,           0.0045531,                   0,             0.99436,             0.99729,             0.99475,             0.89526,           0.0099409,           0.0026019,                   0,           0.0072527,           0.0072527,           0.0072527
                 335,             0.01526,           0.0045595,                   0,             0.99448,             0.99729,             0.99476,             0.89533,           0.0099291,           0.0025999,                   0,           0.0072445,           0.0072445,           0.0072445
                 336,            0.015142,           0.0045266,                   0,             0.99466,             0.99741,             0.99476,             0.89574,           0.0099151,           0.0025975,                   0,           0.0072362,           0.0072362,           0.0072362
                 337,            0.015142,           0.0045315,                   0,             0.99476,             0.99741,             0.99476,             0.89588,           0.0099067,           0.0025954,                   0,            0.007228,            0.007228,            0.007228
                 338,            0.015268,           0.0046036,                   0,             0.99477,             0.99741,             0.99477,             0.89584,           0.0098979,           0.0025933,                   0,           0.0072198,           0.0072198,           0.0072198
                 339,             0.01517,           0.0045329,                   0,             0.99472,             0.99752,             0.99477,             0.89677,           0.0098844,           0.0025906,                   0,           0.0072115,           0.0072115,           0.0072115
                 340,            0.015327,            0.004523,                   0,             0.99472,             0.99788,             0.99477,             0.89613,           0.0098765,           0.0025888,                   0,           0.0072033,           0.0072033,           0.0072033
                 341,            0.015196,           0.0045254,                   0,             0.99436,             0.99838,             0.99477,             0.89686,           0.0098645,           0.0025866,                   0,            0.007195,            0.007195,            0.007195
                 342,            0.015089,           0.0045344,                   0,             0.99393,              0.9984,             0.99478,             0.89711,            0.009854,           0.0025843,                   0,           0.0071867,           0.0071867,           0.0071867
                 343,            0.015273,           0.0045413,                   0,             0.99403,              0.9984,             0.99478,              0.8972,           0.0098421,            0.002582,                   0,           0.0071785,           0.0071785,           0.0071785
                 344,            0.014897,           0.0044756,                   0,             0.99404,              0.9984,             0.99478,             0.89744,           0.0098285,           0.0025793,                   0,           0.0071702,           0.0071702,           0.0071702
                 345,            0.015028,           0.0044465,                   0,             0.99407,              0.9984,             0.99478,             0.89767,            0.009812,           0.0025768,                   0,            0.007162,            0.007162,            0.007162
                 346,            0.014977,           0.0045597,                   0,             0.99406,              0.9984,             0.99478,             0.89755,           0.0098006,           0.0025744,                   0,           0.0071538,           0.0071538,           0.0071538
                 347,            0.015041,           0.0044988,                   0,             0.99441,             0.99828,             0.99479,              0.8976,           0.0097887,           0.0025722,                   0,           0.0071455,           0.0071455,           0.0071455
                 348,            0.015029,           0.0044863,                   0,             0.99423,             0.99835,             0.99478,             0.89778,           0.0097769,           0.0025699,                   0,           0.0071372,           0.0071372,           0.0071372
                 349,            0.015084,           0.0045049,                   0,             0.99446,             0.99828,             0.99479,             0.89779,           0.0097682,           0.0025676,                   0,            0.007129,            0.007129,            0.007129
                 350,             0.01494,           0.0044471,                   0,              0.9946,             0.99814,             0.99479,             0.89796,           0.0097624,           0.0025658,                   0,           0.0071208,           0.0071208,           0.0071208
                 351,            0.015146,           0.0044796,                   0,             0.99472,              0.9981,             0.99479,              0.8984,           0.0097531,           0.0025637,                   0,           0.0071125,           0.0071125,           0.0071125
                 352,            0.015069,           0.0044965,                   0,             0.99472,             0.99812,             0.99479,             0.89848,           0.0097419,           0.0025614,                   0,           0.0071042,           0.0071042,           0.0071042
                 353,            0.015009,           0.0044409,                   0,              0.9946,             0.99822,             0.99479,             0.89858,           0.0097314,            0.002559,                   0,            0.007096,            0.007096,            0.007096
                 354,            0.015073,           0.0044842,                   0,              0.9946,              0.9982,             0.99479,              0.8987,           0.0097168,           0.0025566,                   0,           0.0070877,           0.0070877,           0.0070877
                 355,            0.015007,           0.0045089,                   0,              0.9946,             0.99819,             0.99479,             0.89951,           0.0097019,           0.0025541,                   0,           0.0070795,           0.0070795,           0.0070795
                 356,            0.015009,           0.0044743,                   0,             0.99444,             0.99828,             0.99479,             0.89964,            0.009691,           0.0025517,                   0,           0.0070712,           0.0070712,           0.0070712
                 357,            0.015041,           0.0044798,                   0,             0.99436,             0.99852,             0.99479,             0.89966,           0.0096784,           0.0025494,                   0,            0.007063,            0.007063,            0.007063
                 358,            0.015064,           0.0044793,                   0,             0.99436,             0.99845,             0.99479,             0.89973,           0.0096713,           0.0025478,                   0,           0.0070547,           0.0070547,           0.0070547
                 359,            0.015002,           0.0045004,                   0,             0.99442,              0.9984,             0.99479,             0.89972,           0.0096613,           0.0025455,                   0,           0.0070465,           0.0070465,           0.0070465
                 360,            0.015045,           0.0045061,                   0,             0.99448,             0.99851,             0.99479,             0.89993,           0.0096494,           0.0025434,                   0,           0.0070382,           0.0070382,           0.0070382
                 361,            0.014878,           0.0043917,                   0,              0.9946,             0.99815,             0.99479,             0.89988,            0.009632,           0.0025408,                   0,             0.00703,             0.00703,             0.00703
                 362,            0.014793,           0.0044865,                   0,              0.9946,             0.99852,              0.9948,             0.90019,           0.0096245,           0.0025388,                   0,           0.0070218,           0.0070218,           0.0070218
                 363,               0.015,           0.0044401,                   0,             0.99472,             0.99826,             0.99479,             0.90022,           0.0096132,           0.0025369,                   0,           0.0070135,           0.0070135,           0.0070135
                 364,              0.0149,           0.0044493,                   0,             0.99472,             0.99827,              0.9948,              0.9005,           0.0096051,           0.0025349,                   0,           0.0070053,           0.0070053,           0.0070053
                 365,            0.014894,           0.0044737,                   0,             0.99472,             0.99844,             0.99479,             0.90071,           0.0095922,           0.0025327,                   0,            0.006997,            0.006997,            0.006997
                 366,            0.014871,           0.0043914,                   0,             0.99484,             0.99839,              0.9948,             0.90082,           0.0095809,           0.0025306,                   0,           0.0069888,           0.0069888,           0.0069888
