               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.021462,           0.0060523,                   0,              0.9666,              0.9708,             0.98015,             0.78053,            0.016517,           0.0038741,                   0,            0.009703,            0.009703,            0.009703
                  38,            0.021634,           0.0061876,                   0,             0.97409,             0.96944,             0.98048,              0.7819,            0.016439,             0.00382,                   0,           0.0096948,           0.0096948,           0.0096948
                  39,            0.021051,           0.0060188,                   0,             0.97133,             0.97277,             0.98366,             0.78927,            0.016201,           0.0038001,                   0,           0.0096865,           0.0096865,           0.0096865
                  40,            0.021067,           0.0060623,                   0,             0.97298,             0.97068,             0.97897,             0.78191,               0.016,           0.0038011,                   0,           0.0096783,           0.0096783,           0.0096783
                  41,            0.020964,           0.0059855,                   0,             0.97398,             0.96981,             0.98094,             0.78665,            0.016048,           0.0037676,                   0,             0.00967,             0.00967,             0.00967
                  42,            0.021211,           0.0059635,                   0,             0.97042,             0.97414,             0.98266,             0.78916,            0.015971,           0.0037389,                   0,           0.0096618,           0.0096618,           0.0096618
                  43,            0.020883,           0.0060118,                   0,             0.97023,             0.97745,             0.98328,             0.79383,            0.015851,           0.0037236,                   0,           0.0096535,           0.0096535,           0.0096535
                  44,            0.020691,           0.0059446,                   0,             0.97212,             0.97203,             0.98506,             0.79154,            0.015798,           0.0036893,                   0,           0.0096452,           0.0096452,           0.0096452
                  45,            0.020894,             0.00604,                   0,             0.97143,             0.97585,             0.98494,             0.79441,             0.01575,            0.003704,                   0,            0.009637,            0.009637,            0.009637
                  46,            0.020755,           0.0059357,                   0,             0.97272,             0.97474,             0.98414,             0.79548,              0.0157,           0.0036944,                   0,           0.0096288,           0.0096288,           0.0096288
                  47,            0.020895,           0.0059494,                   0,             0.97151,             0.97203,             0.98275,             0.79104,             0.01567,           0.0037179,                   0,           0.0096205,           0.0096205,           0.0096205
                  48,            0.020743,           0.0058621,                   0,             0.97083,             0.98053,             0.98545,             0.80011,            0.015476,           0.0036326,                   0,           0.0096123,           0.0096123,           0.0096123
                  49,            0.020822,           0.0059339,                   0,             0.97759,             0.97277,             0.98618,             0.80584,            0.015306,            0.003628,                   0,            0.009604,            0.009604,            0.009604
                  50,            0.020645,           0.0058489,                   0,             0.97324,             0.97942,             0.98413,             0.80155,            0.015278,           0.0036224,                   0,           0.0095958,           0.0095958,           0.0095958
                  51,            0.020085,           0.0058621,                   0,             0.97585,             0.97733,             0.98715,             0.80683,            0.015215,           0.0035833,                   0,           0.0095875,           0.0095875,           0.0095875
                  52,            0.020363,           0.0059329,                   0,              0.9749,             0.97646,             0.98688,             0.80784,            0.015186,           0.0035913,                   0,           0.0095793,           0.0095793,           0.0095793
                  53,            0.020328,            0.005885,                   0,             0.97791,             0.98029,             0.98733,             0.80901,            0.015122,           0.0035616,                   0,            0.009571,            0.009571,            0.009571
                  54,            0.020266,           0.0058258,                   0,             0.97658,             0.98112,             0.98668,             0.80666,            0.014941,           0.0035384,                   0,           0.0095628,           0.0095628,           0.0095628
                  55,            0.020174,           0.0058325,                   0,             0.97672,             0.98219,             0.98617,             0.80709,            0.014922,           0.0035336,                   0,           0.0095545,           0.0095545,           0.0095545
                  56,            0.020209,           0.0058614,                   0,             0.97495,             0.98323,             0.98661,             0.80709,            0.014922,           0.0035375,                   0,           0.0095463,           0.0095463,           0.0095463
                  57,            0.020192,           0.0058357,                   0,             0.97753,             0.98097,             0.98799,             0.81051,            0.014855,           0.0035234,                   0,            0.009538,            0.009538,            0.009538
                  58,            0.020374,           0.0057783,                   0,             0.97487,              0.9845,             0.98742,             0.80859,            0.014773,           0.0035132,                   0,           0.0095298,           0.0095298,           0.0095298
                  59,            0.020108,           0.0057928,                   0,             0.97747,              0.9836,             0.98783,             0.81138,            0.014739,           0.0034855,                   0,           0.0095215,           0.0095215,           0.0095215
                  60,            0.019934,           0.0056859,                   0,             0.97759,             0.98521,             0.98778,             0.81432,            0.014643,           0.0034513,                   0,           0.0095132,           0.0095132,           0.0095132
                  61,            0.020001,           0.0057426,                   0,              0.9775,              0.9848,             0.98834,             0.81953,            0.014518,            0.003445,                   0,            0.009505,            0.009505,            0.009505
                  62,            0.020113,           0.0057473,                   0,             0.97845,             0.98386,             0.98864,             0.81955,            0.014436,           0.0034374,                   0,           0.0094967,           0.0094967,           0.0094967
                  63,            0.019826,           0.0056781,                   0,             0.97819,              0.9838,             0.98846,              0.8165,            0.014472,            0.003448,                   0,           0.0094885,           0.0094885,           0.0094885
                  64,            0.019893,           0.0056801,                   0,             0.97795,             0.98595,             0.98859,             0.81947,            0.014427,           0.0034302,                   0,           0.0094803,           0.0094803,           0.0094803
                  65,            0.019854,            0.005659,                   0,             0.97803,             0.98632,             0.98855,             0.81975,            0.014328,           0.0034109,                   0,            0.009472,            0.009472,            0.009472
                  66,            0.019924,           0.0056304,                   0,             0.97586,             0.98879,             0.98845,             0.82077,             0.01429,           0.0033974,                   0,           0.0094637,           0.0094637,           0.0094637
                  67,            0.019739,           0.0057089,                   0,             0.97752,             0.98879,             0.98901,             0.82231,            0.014164,           0.0033739,                   0,           0.0094555,           0.0094555,           0.0094555
                  68,            0.019765,           0.0056879,                   0,              0.9745,             0.98817,             0.98924,             0.82416,            0.014193,           0.0033733,                   0,           0.0094473,           0.0094473,           0.0094473
                  69,            0.019677,           0.0056739,                   0,             0.97789,             0.98638,             0.98855,             0.82369,            0.014174,           0.0033687,                   0,            0.009439,            0.009439,            0.009439
                  70,            0.019642,           0.0056707,                   0,             0.97721,             0.98777,              0.9887,             0.82383,            0.014039,           0.0033531,                   0,           0.0094307,           0.0094307,           0.0094307
                  71,            0.019497,           0.0056478,                   0,             0.98025,             0.98928,             0.98968,             0.82713,            0.013984,           0.0033237,                   0,           0.0094225,           0.0094225,           0.0094225
                  72,            0.019796,           0.0057422,                   0,             0.97798,             0.99027,             0.98968,             0.82696,            0.013949,           0.0033266,                   0,           0.0094142,           0.0094142,           0.0094142
                  73,             0.01958,            0.005663,                   0,             0.97795,             0.98929,             0.98898,             0.82417,            0.013968,           0.0033377,                   0,            0.009406,            0.009406,            0.009406
                  74,            0.019601,           0.0057265,                   0,             0.97858,             0.99027,              0.9895,             0.82734,            0.013903,           0.0033244,                   0,           0.0093977,           0.0093977,           0.0093977
                  75,            0.019698,           0.0057343,                   0,             0.97845,             0.99036,             0.98914,             0.82732,            0.013837,            0.003318,                   0,           0.0093895,           0.0093895,           0.0093895
                  76,            0.019394,           0.0056258,                   0,             0.98069,             0.98756,              0.9895,             0.82809,            0.013792,           0.0033078,                   0,           0.0093813,           0.0093813,           0.0093813
                  77,            0.019548,           0.0056541,                   0,             0.97926,             0.98965,             0.99018,             0.82846,            0.013792,           0.0033012,                   0,            0.009373,            0.009373,            0.009373
                  78,            0.019507,           0.0054666,                   0,              0.9787,             0.99067,             0.98991,             0.82916,            0.013765,           0.0032997,                   0,           0.0093647,           0.0093647,           0.0093647
                  79,            0.019408,           0.0056214,                   0,              0.9779,              0.9915,             0.98902,             0.82979,            0.013691,           0.0032922,                   0,           0.0093565,           0.0093565,           0.0093565
                  80,            0.019545,           0.0056658,                   0,             0.97885,             0.99138,             0.98915,              0.8297,            0.013675,           0.0032903,                   0,           0.0093483,           0.0093483,           0.0093483
                  81,            0.019584,           0.0056076,                   0,              0.9792,             0.99168,             0.98956,             0.82975,            0.013641,           0.0032847,                   0,             0.00934,             0.00934,             0.00934
                  82,            0.019333,           0.0055157,                   0,             0.97889,             0.99162,             0.98948,             0.83117,            0.013601,           0.0032753,                   0,           0.0093317,           0.0093317,           0.0093317
                  83,              0.0192,           0.0056217,                   0,             0.97863,             0.99311,             0.98979,             0.83219,            0.013552,           0.0032652,                   0,           0.0093235,           0.0093235,           0.0093235
                  84,            0.019176,           0.0055732,                   0,             0.97873,             0.99236,             0.99026,             0.83214,            0.013474,           0.0032558,                   0,           0.0093152,           0.0093152,           0.0093152
                  85,            0.019181,           0.0054936,                   0,             0.97767,             0.99283,             0.99091,             0.83432,            0.013456,           0.0032524,                   0,            0.009307,            0.009307,            0.009307
                  86,            0.019188,           0.0055215,                   0,             0.97929,             0.99138,             0.99089,             0.83454,            0.013409,           0.0032467,                   0,           0.0092987,           0.0092987,           0.0092987
                  87,            0.019186,           0.0054339,                   0,                0.98,             0.99174,             0.99106,             0.83631,            0.013364,           0.0032372,                   0,           0.0092905,           0.0092905,           0.0092905
                  88,            0.019183,           0.0055016,                   0,             0.97981,             0.99284,             0.99098,              0.8382,             0.01331,           0.0032272,                   0,           0.0092823,           0.0092823,           0.0092823
                  89,            0.019161,           0.0055598,                   0,             0.97968,               0.992,             0.99074,             0.83873,            0.013266,            0.003222,                   0,            0.009274,            0.009274,            0.009274
                  90,            0.019147,           0.0054649,                   0,             0.97991,             0.99175,             0.99031,             0.83753,            0.013249,           0.0032171,                   0,           0.0092657,           0.0092657,           0.0092657
                  91,            0.018863,           0.0053619,                   0,             0.98048,             0.99199,             0.99052,             0.83801,             0.01323,           0.0032156,                   0,           0.0092575,           0.0092575,           0.0092575
                  92,            0.018773,           0.0053675,                   0,             0.98066,             0.99328,             0.99084,             0.83865,            0.013191,           0.0032073,                   0,           0.0092493,           0.0092493,           0.0092493
                  93,            0.018794,           0.0054384,                   0,             0.98183,             0.99205,             0.99055,             0.83933,            0.013169,           0.0032023,                   0,            0.009241,            0.009241,            0.009241
                  94,            0.019052,           0.0054729,                   0,             0.98179,             0.99174,             0.99032,             0.83867,            0.013144,           0.0031987,                   0,           0.0092327,           0.0092327,           0.0092327
                  95,            0.018988,           0.0054215,                   0,             0.98226,             0.99174,             0.99066,             0.83995,            0.013099,           0.0031911,                   0,           0.0092245,           0.0092245,           0.0092245
                  96,            0.018998,           0.0054895,                   0,             0.98133,             0.99078,             0.99065,             0.84051,            0.013049,           0.0031883,                   0,           0.0092163,           0.0092163,           0.0092163
                  97,            0.018802,            0.005465,                   0,             0.98053,             0.99269,             0.99069,             0.84073,            0.013015,           0.0031859,                   0,            0.009208,            0.009208,            0.009208
                  98,            0.018917,           0.0054242,                   0,             0.98076,             0.99257,             0.99059,             0.84104,            0.013001,           0.0031818,                   0,           0.0091997,           0.0091997,           0.0091997
                  99,            0.018866,           0.0054621,                   0,             0.98006,             0.99309,             0.99054,             0.84125,            0.012978,           0.0031772,                   0,           0.0091915,           0.0091915,           0.0091915
                 100,             0.01921,           0.0055385,                   0,             0.98194,             0.99131,             0.99072,             0.84286,            0.012944,           0.0031728,                   0,           0.0091833,           0.0091833,           0.0091833
                 101,            0.018787,           0.0053728,                   0,             0.98089,             0.99295,             0.99075,             0.84366,            0.012917,           0.0031695,                   0,            0.009175,            0.009175,            0.009175
                 102,            0.018892,           0.0054466,                   0,             0.97981,             0.99433,             0.99095,             0.84385,             0.01287,           0.0031605,                   0,           0.0091667,           0.0091667,           0.0091667
                 103,            0.018925,           0.0054481,                   0,             0.98055,             0.99413,             0.99088,             0.84492,            0.012839,           0.0031541,                   0,           0.0091585,           0.0091585,           0.0091585
                 104,            0.018806,           0.0054054,                   0,             0.98197,             0.99421,             0.99093,             0.84438,            0.012809,           0.0031482,                   0,           0.0091503,           0.0091503,           0.0091503
                 105,             0.01884,           0.0054026,                   0,             0.98187,              0.9942,             0.99116,             0.84517,             0.01279,            0.003144,                   0,            0.009142,            0.009142,            0.009142
                 106,            0.018749,           0.0053717,                   0,             0.98265,             0.99335,             0.99139,             0.84571,            0.012768,           0.0031397,                   0,           0.0091337,           0.0091337,           0.0091337
                 107,            0.019004,           0.0054086,                   0,             0.98317,             0.99334,             0.99148,             0.84595,            0.012744,            0.003135,                   0,           0.0091255,           0.0091255,           0.0091255
                 108,            0.018822,           0.0053639,                   0,             0.98282,             0.99347,             0.99141,             0.84676,             0.01272,            0.003133,                   0,           0.0091173,           0.0091173,           0.0091173
                 109,            0.018432,           0.0053253,                   0,             0.98299,             0.99359,             0.99147,              0.8469,            0.012699,           0.0031287,                   0,            0.009109,            0.009109,            0.009109
                 110,             0.01841,           0.0053532,                   0,             0.98365,             0.99315,             0.99113,             0.84692,            0.012671,           0.0031264,                   0,           0.0091007,           0.0091007,           0.0091007
                 111,            0.018478,           0.0053097,                   0,             0.98342,             0.99396,             0.99112,             0.84807,            0.012645,           0.0031225,                   0,           0.0090925,           0.0090925,           0.0090925
                 112,            0.018412,           0.0053471,                   0,              0.9833,             0.99364,             0.99107,             0.84828,            0.012618,           0.0031181,                   0,           0.0090843,           0.0090843,           0.0090843
                 113,            0.018583,           0.0053927,                   0,             0.98309,             0.99372,             0.99114,             0.84839,            0.012594,           0.0031134,                   0,            0.009076,            0.009076,            0.009076
                 114,            0.018452,           0.0052959,                   0,             0.98318,             0.99366,             0.99126,             0.84876,            0.012565,           0.0031084,                   0,           0.0090677,           0.0090677,           0.0090677
                 115,             0.01832,           0.0054162,                   0,             0.98305,             0.99354,              0.9913,             0.84943,            0.012541,           0.0031053,                   0,           0.0090595,           0.0090595,           0.0090595
                 116,            0.018507,           0.0053483,                   0,             0.98263,             0.99446,             0.99125,             0.84994,            0.012514,           0.0031019,                   0,           0.0090513,           0.0090513,           0.0090513
                 117,            0.018432,            0.005329,                   0,              0.9826,             0.99471,             0.99128,             0.85044,            0.012493,           0.0030979,                   0,            0.009043,            0.009043,            0.009043
                 118,             0.01848,            0.005349,                   0,             0.98259,             0.99424,             0.99132,             0.85069,             0.01247,           0.0030964,                   0,           0.0090347,           0.0090347,           0.0090347
                 119,            0.018446,            0.005316,                   0,             0.98296,             0.99384,             0.99128,             0.85216,            0.012442,            0.003092,                   0,           0.0090265,           0.0090265,           0.0090265
                 120,            0.018466,           0.0053558,                   0,             0.98375,             0.99372,              0.9913,             0.85254,            0.012416,           0.0030883,                   0,           0.0090183,           0.0090183,           0.0090183
                 121,            0.018476,           0.0052171,                   0,              0.9839,             0.99396,             0.99138,              0.8514,            0.012392,           0.0030835,                   0,             0.00901,             0.00901,             0.00901
                 122,            0.018406,           0.0053124,                   0,             0.98364,             0.99421,             0.99136,             0.85305,            0.012372,           0.0030792,                   0,           0.0090018,           0.0090018,           0.0090018
                 123,            0.018476,           0.0053887,                   0,             0.98367,             0.99438,             0.99141,             0.85336,            0.012352,           0.0030756,                   0,           0.0089935,           0.0089935,           0.0089935
                 124,            0.018297,           0.0053238,                   0,             0.98367,             0.99433,             0.99147,             0.85351,             0.01233,           0.0030725,                   0,           0.0089853,           0.0089853,           0.0089853
                 125,            0.018163,           0.0051951,                   0,             0.98425,             0.99446,             0.99156,             0.85346,            0.012313,           0.0030696,                   0,            0.008977,            0.008977,            0.008977
                 126,            0.018118,           0.0052248,                   0,             0.98475,              0.9946,             0.99159,             0.85435,            0.012292,           0.0030671,                   0,           0.0089688,           0.0089688,           0.0089688
                 127,            0.018278,           0.0052457,                   0,             0.98487,             0.99467,             0.99166,             0.85416,            0.012274,           0.0030638,                   0,           0.0089605,           0.0089605,           0.0089605
                 128,            0.018172,           0.0052903,                   0,             0.98463,             0.99474,             0.99171,             0.85466,            0.012258,            0.003061,                   0,           0.0089523,           0.0089523,           0.0089523
                 129,            0.018347,           0.0053279,                   0,             0.98487,             0.99445,             0.99174,             0.85501,            0.012244,           0.0030582,                   0,            0.008944,            0.008944,            0.008944
                 130,            0.018269,           0.0052381,                   0,             0.98465,             0.99446,             0.99175,             0.85504,            0.012231,           0.0030557,                   0,           0.0089358,           0.0089358,           0.0089358
                 131,            0.018317,           0.0053375,                   0,             0.98475,             0.99443,             0.99176,             0.85503,            0.012219,           0.0030534,                   0,           0.0089275,           0.0089275,           0.0089275
                 132,            0.018131,            0.005176,                   0,             0.98528,             0.99433,              0.9918,             0.85548,            0.012202,           0.0030503,                   0,           0.0089193,           0.0089193,           0.0089193
                 133,            0.018097,            0.005221,                   0,             0.98523,              0.9943,             0.99182,             0.85566,            0.012186,            0.003048,                   0,            0.008911,            0.008911,            0.008911
                 134,            0.018308,           0.0052277,                   0,             0.98526,             0.99433,             0.99177,             0.85628,            0.012173,           0.0030454,                   0,           0.0089028,           0.0089028,           0.0089028
                 135,            0.018027,            0.005243,                   0,             0.98531,             0.99433,              0.9918,             0.85619,            0.012158,           0.0030426,                   0,           0.0088945,           0.0088945,           0.0088945
                 136,            0.018196,           0.0051767,                   0,              0.9852,             0.99421,             0.99182,             0.85645,            0.012143,             0.00304,                   0,           0.0088863,           0.0088863,           0.0088863
                 137,            0.018006,           0.0052506,                   0,              0.9853,             0.99433,             0.99178,             0.85653,            0.012125,            0.003037,                   0,            0.008878,            0.008878,            0.008878
                 138,            0.018145,           0.0052202,                   0,             0.98538,             0.99409,              0.9918,             0.85667,             0.01211,           0.0030342,                   0,           0.0088698,           0.0088698,           0.0088698
                 139,            0.017915,           0.0051881,                   0,             0.98534,              0.9941,             0.99183,             0.85689,            0.012093,           0.0030314,                   0,           0.0088615,           0.0088615,           0.0088615
                 140,             0.01832,           0.0052521,                   0,             0.98534,             0.99411,             0.99184,             0.85702,            0.012075,            0.003029,                   0,           0.0088533,           0.0088533,           0.0088533
                 141,            0.018296,            0.005307,                   0,             0.98527,             0.99421,             0.99183,             0.85697,            0.012064,           0.0030271,                   0,            0.008845,            0.008845,            0.008845
                 142,             0.01809,           0.0053259,                   0,             0.98535,             0.99437,             0.99188,              0.8571,            0.012052,           0.0030254,                   0,           0.0088368,           0.0088368,           0.0088368
                 143,            0.018142,           0.0052498,                   0,             0.98582,               0.994,             0.99191,             0.85725,            0.012039,            0.003023,                   0,           0.0088285,           0.0088285,           0.0088285
                 144,            0.017924,           0.0052097,                   0,             0.98606,             0.99377,             0.99199,             0.85738,            0.012025,           0.0030213,                   0,           0.0088202,           0.0088202,           0.0088202
                 145,            0.018009,           0.0051919,                   0,             0.98605,             0.99372,               0.992,             0.85745,            0.012015,           0.0030197,                   0,            0.008812,            0.008812,            0.008812
                 146,            0.017847,           0.0052293,                   0,             0.98583,             0.99402,             0.99205,             0.85767,            0.012003,           0.0030181,                   0,           0.0088038,           0.0088038,           0.0088038
                 147,            0.017888,           0.0051745,                   0,             0.98623,             0.99384,             0.99207,             0.85802,            0.011992,           0.0030159,                   0,           0.0087955,           0.0087955,           0.0087955
                 148,            0.017645,           0.0051591,                   0,             0.98606,             0.99396,             0.99209,             0.85872,            0.011979,           0.0030135,                   0,           0.0087872,           0.0087872,           0.0087872
                 149,            0.017629,           0.0051738,                   0,             0.98602,             0.99396,             0.99207,             0.85886,            0.011968,           0.0030119,                   0,            0.008779,            0.008779,            0.008779
                 150,            0.017653,            0.005172,                   0,             0.98615,             0.99396,             0.99207,             0.85929,            0.011958,           0.0030103,                   0,           0.0087708,           0.0087708,           0.0087708
                 151,            0.017499,           0.0051864,                   0,             0.98631,             0.99392,              0.9921,             0.85927,            0.011947,           0.0030087,                   0,           0.0087625,           0.0087625,           0.0087625
